Question	Answer	Source	Metadata
เอกสารที่ใช้มีอะไรบ้าง	อันนี้ยาวหน่อย พี่หมีตอบแบบนี้นะ   \n\n1. กรณี ลงทะเบียนตรงตำมที่อยู่หน้าบัตรประจำตัวประชาชน ให้แสดงหลักฐาน (1) บัตรประจำตัวประชาชน หรือบัตรที่ทางราชการออกให้ที่มีเลขบัตรประจำตัวประชาชนและรูปถ่ายติดอยู่ (2) ให้แสดงสูติบัตร (กรณีเด็กอายุต่ำกว่ำ 15 ปี ที่ไม่มีบัตรประจำตัวประชาชน) และแสดงบัตรประจำตัวประชาชนของผู้ปกครอง   \n\n2. กรณี ลงทะเบียนไม่ตรงตามที่อยู่หน้าบัตรประจำตัวประชาชน ให้แสดงหลักฐานอย่างใดอย่างหนึ่ง ที่แสดงว่าตนมีถิ่นที่อยู่หรือพักอาศัยอยู่ในพื้นที่นั้นๆ ดังนี้ (1) หนังสือรับรองของเจ้าบ้าน (2) หนังสือรับรองผู้นำ ชุมชน (3) หนังสือรับรองผู้ว่าจ้างหรือนายจ้าง (4) เอกสารหรือหลักฐานอื่น เช่น ใบเสร็จรับเงินค่าสาธารณูปโภคใบเสร็จรับเงิน ค่าเช่าที่พัก สัญญาเช่าที่พัก ฯลฯ (5) นักเรียน นักศึกษา ให้แนบสำเนาบัตรประจำตัวนักเรียน หรือบัตรประจำตัวนักศึกษา ที่ได้ลงนามรับรองสำเนาเรียบร้อยแล้ว (6) แผนที่พักอำศัย กรณีพักอาศัยไม่ตรงตามที่อยู่หน้าบัตรประจำตัวประชาชน สถานที่ติดต่อลงทะเบียน กรณี กทม. สำนักงานเขต 30 เขต  ในวัน – เวลา ราชการ  (รายชื่อเขตตามภาคผนวก) ด่างจังหวัด รพ.ส่งเสริมสุขภาพตำบล  หรือ รพ.รัฐบาลใกล้บ้าน  ในวัน – เวลาราชการ	https://raw.githubusercontent.com/facgure/Bot-Knowledge-Base/master/www.nhso.go.th/QnA-00001.tsv
มีเอกสาร อะไรบ้าง	อันนี้ยาวหน่อย พี่หมีตอบแบบนี้นะ   \n\n1. กรณี ลงทะเบียนตรงตำมที่อยู่หน้าบัตรประจำตัวประชาชน ให้แสดงหลักฐาน (1) บัตรประจำตัวประชาชน หรือบัตรที่ทางราชการออกให้ที่มีเลขบัตรประจำตัวประชาชนและรูปถ่ายติดอยู่ (2) ให้แสดงสูติบัตร (กรณีเด็กอายุต่ำกว่ำ 15 ปี ที่ไม่มีบัตรประจำตัวประชาชน) และแสดงบัตรประจำตัวประชาชนของผู้ปกครอง   \n\n2. กรณี ลงทะเบียนไม่ตรงตามที่อยู่หน้าบัตรประจำตัวประชาชน ให้แสดงหลักฐานอย่างใดอย่างหนึ่ง ที่แสดงว่าตนมีถิ่นที่อยู่หรือพักอาศัยอยู่ในพื้นที่นั้นๆ ดังนี้ (1) หนังสือรับรองของเจ้าบ้าน (2) หนังสือรับรองผู้นำ ชุมชน (3) หนังสือรับรองผู้ว่าจ้างหรือนายจ้าง (4) เอกสารหรือหลักฐานอื่น เช่น ใบเสร็จรับเงินค่าสาธารณูปโภคใบเสร็จรับเงิน ค่าเช่าที่พัก สัญญาเช่าที่พัก ฯลฯ (5) นักเรียน นักศึกษา ให้แนบสำเนาบัตรประจำตัวนักเรียน หรือบัตรประจำตัวนักศึกษา ที่ได้ลงนามรับรองสำเนาเรียบร้อยแล้ว (6) แผนที่พักอำศัย กรณีพักอาศัยไม่ตรงตามที่อยู่หน้าบัตรประจำตัวประชาชน สถานที่ติดต่อลงทะเบียน กรณี กทม. สำนักงานเขต 30 เขต  ในวัน – เวลา ราชการ  (รายชื่อเขตตามภาคผนวก) ด่างจังหวัด รพ.ส่งเสริมสุขภาพตำบล  หรือ รพ.รัฐบาลใกล้บ้าน  ในวัน – เวลาราชการ	https://raw.githubusercontent.com/facgure/Bot-Knowledge-Base/master/www.nhso.go.th/QnA-00001.tsv
ผู้ป่วยนอนรักษาโดยใช้สิทธิหลักประกันสุขภาพ ระหว่างนอนรักษาญาติต้องการลงทะเบียนเปลี่ยน รพ. ได้หรือไม่	ไม่ได้นะ ต้องรอให้ผู้ป่วยจำหน่ายออกจาก รพ.ก่อน  จึงจะสามารถนำหลักฐานไปลงทะเบียนเปลี่ยน รพ.ได้	https://raw.githubusercontent.com/facgure/Bot-Knowledge-Base/master/www.nhso.go.th/QnA-00001.tsv
ผู้ป่วยมีสิทธิหลักประกันสุขภาพที่ รพ. ในจังหวัดกระบี่ นอนรักษาตัวอยู่ที่ รพ.เอกชนนอกระบบหลักประกันสุขภาพในจังหวัดพังงา ระหว่างนอนรักษาญาติต้องการลงทะเบียนเปลี่ยน รพ. มาอยู่ในพังงาได้หรือไม่	กรณีนี้ได้เลย เนื่องจากตามข้อบังคับ สปสช. ว่าด้วยหลักเกณฑ์ วิธีการและเงื่อนไขการขอลงทะเบียนเลือกหน่วยบริการ พ.ศ.2546  กำหนดให้การเปลี่ยนแปลงหน่วยบริการประจำระหว่างรับบริการในหน่วยบริการ ให้มีผลหลังจากสิ้นสุดการรับบริการในหน่วยบริการครั้งนั้น เนื่องจากผู้ป่วยเข้ารับบริการกับ รพ.เอกชนนอกระบบหลักประกันสุขภาพ ไม่ใช่หน่วยบริการตามข้อบังคับของ สปสช. ญาติสามารถนำหลักฐานไปลงทะเบียนเปลี่ยน รพ.ได้ ทั้งนี้ ผู้ป่วยต้องพักอาศัยจริงในจังหวัดพังงา	https://raw.githubusercontent.com/facgure/Bot-Knowledge-Base/master/www.nhso.go.th/QnA-00001.tsv
มีชื่อ อยู่ใน ทะเบียนบ้านกลาง	ต้องให้ย้ายชื่อเข้าทะเบียนบ้านที่พักอาศัยอยู่จริงก่อนนะ  แล้วลงทะเบียนสิทธิหลักประกันสุขภาพที่หน่วยรับลงทะเบียนใกล้บ้าน(หลักฐานและสถานที่รับลงทะเบียนดูข้อ 6)	https://raw.githubusercontent.com/facgure/Bot-Knowledge-Base/master/www.nhso.go.th/QnA-00001.tsv
ฉีดยาคุมกำเนิด	ได้เลยนะ  เพราะการวางแผนครอบครัวโดยวิธีคุมกำเนิดชนิดชั่วคราว (ยาเม็ด ยาฉีด ห่วงอนามัย  ยาฝัง) เป็นบริการส่งเสริมสุขภาพและป้องกันโรค ที่กองทุนหลักประกันสุขภาพเป็นผู้ดูแลให้กับคนไทยทุกสิทธิ ผู้ประกันตนสามารถติดต่อเข้ารับบริการดังกล่าวได้ที่ รพ. รัฐหรือเอกชนในระบบหลักประกันสุขภาพ	https://raw.githubusercontent.com/facgure/Bot-Knowledge-Base/master/www.nhso.go.th/QnA-00001.tsv
สิทธิ	ได้เลยนะ  เพราะการวางแผนครอบครัวโดยวิธีคุมกำเนิดชนิดชั่วคราว (ยาเม็ด ยาฉีด ห่วงอนามัย  ยาฝัง) เป็นบริการส่งเสริมสุขภาพและป้องกันโรค ที่กองทุนหลักประกันสุขภาพเป็นผู้ดูแลให้กับคนไทยทุกสิทธิ ผู้ประกันตนสามารถติดต่อเข้ารับบริการดังกล่าวได้ที่ รพ. รัฐหรือเอกชนในระบบหลักประกันสุขภาพ	https://raw.githubusercontent.com/facgure/Bot-Knowledge-Base/master/www.nhso.go.th/QnA-00001.tsv
ประกันสังคม	ได้เลยนะ  เพราะการวางแผนครอบครัวโดยวิธีคุมกำเนิดชนิดชั่วคราว (ยาเม็ด ยาฉีด ห่วงอนามัย  ยาฝัง) เป็นบริการส่งเสริมสุขภาพและป้องกันโรค ที่กองทุนหลักประกันสุขภาพเป็นผู้ดูแลให้กับคนไทยทุกสิทธิ ผู้ประกันตนสามารถติดต่อเข้ารับบริการดังกล่าวได้ที่ รพ. รัฐหรือเอกชนในระบบหลักประกันสุขภาพ	https://raw.githubusercontent.com/facgure/Bot-Knowledge-Base/master/www.nhso.go.th/QnA-00001.tsv
ใช้สิทธิ	ได้เลยนะ  เพราะการวางแผนครอบครัวโดยวิธีคุมกำเนิดชนิดชั่วคราว (ยาเม็ด ยาฉีด ห่วงอนามัย  ยาฝัง) เป็นบริการส่งเสริมสุขภาพและป้องกันโรค ที่กองทุนหลักประกันสุขภาพเป็นผู้ดูแลให้กับคนไทยทุกสิทธิ ผู้ประกันตนสามารถติดต่อเข้ารับบริการดังกล่าวได้ที่ รพ. รัฐหรือเอกชนในระบบหลักประกันสุขภาพ	https://raw.githubusercontent.com/facgure/Bot-Knowledge-Base/master/www.nhso.go.th/QnA-00001.tsv
หลักประกันสุขภาพ	ได้เลยนะ  เพราะการวางแผนครอบครัวโดยวิธีคุมกำเนิดชนิดชั่วคราว (ยาเม็ด ยาฉีด ห่วงอนามัย  ยาฝัง) เป็นบริการส่งเสริมสุขภาพและป้องกันโรค ที่กองทุนหลักประกันสุขภาพเป็นผู้ดูแลให้กับคนไทยทุกสิทธิ ผู้ประกันตนสามารถติดต่อเข้ารับบริการดังกล่าวได้ที่ รพ. รัฐหรือเอกชนในระบบหลักประกันสุขภาพ	https://raw.githubusercontent.com/facgure/Bot-Knowledge-Base/master/www.nhso.go.th/QnA-00001.tsv
ได้หรือไม่	ได้เลยนะ  เพราะการวางแผนครอบครัวโดยวิธีคุมกำเนิดชนิดชั่วคราว (ยาเม็ด ยาฉีด ห่วงอนามัย  ยาฝัง) เป็นบริการส่งเสริมสุขภาพและป้องกันโรค ที่กองทุนหลักประกันสุขภาพเป็นผู้ดูแลให้กับคนไทยทุกสิทธิ ผู้ประกันตนสามารถติดต่อเข้ารับบริการดังกล่าวได้ที่ รพ. รัฐหรือเอกชนในระบบหลักประกันสุขภาพ	https://raw.githubusercontent.com/facgure/Bot-Knowledge-Base/master/www.nhso.go.th/QnA-00001.tsv
นี่คือ บริการอะไร	พี่หมีคือบริการแรงงานซอฟต์แวร์หุ่นยนต์ คอยบริการสอบถามข้อมูลผู้มีสิทธิหลักประกันสุขภาพแห่งชาติ โดยอ้างอิงข้อมูลจาก https://www.nhso.go.th/frontend/page-forhospital_faq.aspx 	https://raw.githubusercontent.com/facgure/Bot-Knowledge-Base/master/www.nhso.go.th/QnA-00001.tsv
นี่คืออะไร	พี่หมีคือบริการแรงงานซอฟต์แวร์หุ่นยนต์ คอยบริการสอบถามข้อมูลผู้มีสิทธิหลักประกันสุขภาพแห่งชาติ โดยอ้างอิงข้อมูลจาก https://www.nhso.go.th/frontend/page-forhospital_faq.aspx 	https://raw.githubusercontent.com/facgure/Bot-Knowledge-Base/master/www.nhso.go.th/QnA-00001.tsv
อะไร	พี่หมีคือบริการแรงงานซอฟต์แวร์หุ่นยนต์ คอยบริการสอบถามข้อมูลผู้มีสิทธิหลักประกันสุขภาพแห่งชาติ โดยอ้างอิงข้อมูลจาก https://www.nhso.go.th/frontend/page-forhospital_faq.aspx 	https://raw.githubusercontent.com/facgure/Bot-Knowledge-Base/master/www.nhso.go.th/QnA-00001.tsv
?	พี่หมีคือบริการแรงงานซอฟต์แวร์หุ่นยนต์ คอยบริการสอบถามข้อมูลผู้มีสิทธิหลักประกันสุขภาพแห่งชาติ โดยอ้างอิงข้อมูลจาก https://www.nhso.go.th/frontend/page-forhospital_faq.aspx 	https://raw.githubusercontent.com/facgure/Bot-Knowledge-Base/master/www.nhso.go.th/QnA-00001.tsv
help	พี่หมีคือบริการแรงงานซอฟต์แวร์หุ่นยนต์ คอยบริการสอบถามข้อมูลผู้มีสิทธิหลักประกันสุขภาพแห่งชาติ โดยอ้างอิงข้อมูลจาก https://www.nhso.go.th/frontend/page-forhospital_faq.aspx 	https://raw.githubusercontent.com/facgure/Bot-Knowledge-Base/master/www.nhso.go.th/QnA-00001.tsv
โอเค	ต้องการสอบถามอะไรเพิ่มเติมไหมคะ	https://raw.githubusercontent.com/facgure/Bot-Knowledge-Base/master/www.nhso.go.th/QnA-00001.tsv
ok	ต้องการสอบถามอะไรเพิ่มเติมไหมคะ	https://raw.githubusercontent.com/facgure/Bot-Knowledge-Base/master/www.nhso.go.th/QnA-00001.tsv
ขอบคุณค่ะ	พี่หมี ยินดีให้บริการค่ะ :)	https://raw.githubusercontent.com/facgure/Bot-Knowledge-Base/master/www.nhso.go.th/QnA-00001.tsv
ขอบคุณนะ	พี่หมี ยินดีให้บริการค่ะ :)	https://raw.githubusercontent.com/facgure/Bot-Knowledge-Base/master/www.nhso.go.th/QnA-00001.tsv
ขอบคุณ	พี่หมี ยินดีให้บริการค่ะ :)	https://raw.githubusercontent.com/facgure/Bot-Knowledge-Base/master/www.nhso.go.th/QnA-00001.tsv
ขอบใจมาก	พี่หมี ยินดีให้บริการค่ะ :)	https://raw.githubusercontent.com/facgure/Bot-Knowledge-Base/master/www.nhso.go.th/QnA-00001.tsv
ขอบใจ	พี่หมี ยินดีให้บริการค่ะ :)	https://raw.githubusercontent.com/facgure/Bot-Knowledge-Base/master/www.nhso.go.th/QnA-00001.tsv
hi	สวัสดีค่ะ นี่พี่หมีนะคะ บริการสอบถามข้อมูลผู้มีสิทธิหลักประกันสุขภาพแห่งชาติค่ะ พี่หมีอ้างอิงข้อมูลจาก https://www.nhso.go.th/frontend/page-forhospital_faq.aspx ยินดีให้บริการ	https://raw.githubusercontent.com/facgure/Bot-Knowledge-Base/master/www.nhso.go.th/QnA-00001.tsv
พี่หมี บริการอะไร	สวัสดีค่ะ นี่พี่หมีนะคะ บริการสอบถามข้อมูลผู้มีสิทธิหลักประกันสุขภาพแห่งชาติค่ะ พี่หมีอ้างอิงข้อมูลจาก https://www.nhso.go.th/frontend/page-forhospital_faq.aspx ยินดีให้บริการ	https://raw.githubusercontent.com/facgure/Bot-Knowledge-Base/master/www.nhso.go.th/QnA-00001.tsv
hello	สวัสดีค่ะ นี่พี่หมีนะคะ บริการสอบถามข้อมูลผู้มีสิทธิหลักประกันสุขภาพแห่งชาติ อ้างอิงข้อมูลจาก https://www.nhso.go.th/frontend/page-forhospital_faq.aspx ยินดีให้บริการ	https://raw.githubusercontent.com/facgure/Bot-Knowledge-Base/master/www.nhso.go.th/QnA-00001.tsv
สามี ชาว ต่างประเทศ	ไม่มีสิทธิล่ะ  เนื่องจากไม่ใช่ผู้มีสัญชาติไทย การออกสูติบัตรและหมายเลขประจำตัวประชาชน 13 หลักนั้น เป็นการออกให้ตามมาตรา 20 แห่งพระราชบัญญัติการทะเบียนราษฎร (ฉบับที่ 2) พ.ศ.2551 ซึ่งไม่ใช่การรับรองหรือการให้สัญชาติไทย เด็กหญิงมุยจึงไม่ใช่ผู้มีสิทธิหลักประกันสุขภาพแห่งชาติ ปัจจุบันสำนักงานปลัดกระทรวงสาธารณสุขได้ดำเนินการขายบัตรประกันสุขภาพแห่งชาติให้กับกลุ่มดังกล่าว เพื่อใช้สิทธิในการรักษาพยาบาล โดยติดต่อขอซื้อบัตรดังกล่าวได้ที่ รพ. รัฐสังกัดกระทรวงสาธารณสุขใกล้บ้าน	https://raw.githubusercontent.com/facgure/Bot-Knowledge-Base/master/www.nhso.go.th/QnA-00001.tsv
ยาคุมกำเนิด เมื่อก่อน ปัจจุบันต้องการมีบุตร เอา ยาฝังคุมกำเนิดออก ได้หรือไม่	ได้เลย เนื่องจากยาฝัง เป็นการคุมกำเนิดชนิดชั่วคราว เมื่อประสงค์มีบุตรก็สามารถผ่าตัดนำออกได้	https://raw.githubusercontent.com/facgure/Bot-Knowledge-Base/master/www.nhso.go.th/QnA-00001.tsv
ตรวจสุขภาพ ประจำปี	ได้จ่ะ  โดยจะเป็นการตรวจคัดกรองความเสี่ยง  การซักประวัติพฤติกรรมสุขภาพและตรวจสุขภาพทั่วไปตามความจำเป็นและประเมินความเสี่ยงต่อการเกิดโรค	https://raw.githubusercontent.com/facgure/Bot-Knowledge-Base/master/www.nhso.go.th/QnA-00001.tsv
ฉีดวัคซีน	ไม่ได้นะ เนื่องจากวัคซีนดังกล่าวไม่อยู่ในแผนการสร้างเสริมภูมิคุ้มกันโรคในเด็กไทย	https://raw.githubusercontent.com/facgure/Bot-Knowledge-Base/master/www.nhso.go.th/QnA-00001.tsv
ลูกสาว	ไม่ได้นะ เนื่องจากวัคซีนดังกล่าวไม่อยู่ในแผนการสร้างเสริมภูมิคุ้มกันโรคในเด็กไทย	https://raw.githubusercontent.com/facgure/Bot-Knowledge-Base/master/www.nhso.go.th/QnA-00001.tsv
